delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.25	0.5	Item232_Critical_0	59.392	0.33	-0.069	-0.0785	-0.0595	-0.198	-0.2265	-0.1695	-0.144
0.25	0.5	Item232_Critical_1	59.196	0.047	-0.001	-0.1035	0.1015	-0.104	-0.2455	0.0375	-0.33
0.25	0.5	Item232_Critical_10	59.249	0.292	-0.016	0.0275	-0.0595	0.236	0.585	-0.113	-0.104
0.25	0.5	Item232_Critical_11	59.192	0.453	0.148	0.0115	0.2845	-0.019	-0.019	-0.019	0.235
0.25	0.5	Item232_Critical_12	59.268	0.283	-0.048	-0.0695	-0.0265	-0.113	0.0755	-0.3015	-0.004
0.25	0.5	Item232_Critical_13	59.407	0.085	0.048	0.038	0.058	-0.085	-0.1325	-0.0375	-0.118
0.25	0.5	Item232_Critical_14	59.219	0.387	-0.023	0.0155	-0.0615	0.33	0.49	0.17	0.079
0.25	0.5	Item232_Critical_15	59.373	0.113	-0.015	-0.027	-0.003	-0.019	0.0185	-0.0565	-0.023
0.25	0.5	Item232_Critical_16	59.286	0.122	-0.001	-0.094	0.092	-0.255	-0.1325	-0.3775	0.092
0.25	0.5	Item232_Critical_17	59.203	-0.01	-0.126	-0.001	-0.251	-0.123	-0.1705	-0.0755	-0.212
0.25	0.5	Item232_Critical_18	59.23	0.377	0.093	0.282	-0.096	-0.075	0.2645	-0.4145	-0.115
0.25	0.5	Item232_Critical_19	59.169	0.094	0.019	-0.084	0.122	-0.094	-0.0185	-0.1695	0.281
0.25	0.5	Item232_Critical_2	59.136	0.141	-0.074	-0.1305	-0.0175	-0.424	-0.113	-0.735	0.286
0.25	0.5	Item232_Critical_20	59.283	0.132	0.016	-0.003	0.035	0.094	0.226	-0.038	-0.173
0.25	0.5	Item232_Critical_21	59.207	0.151	-0.099	0.0005	-0.1985	0.17	-0.019	0.359	0.205
0.25	0.5	Item232_Critical_23	59.113	-0.179	-0.036	-0.1775	0.1055	0.293	0.2645	0.3215	0.12
0.25	0.5	Item232_Critical_24	59.366	0.339	0.004	0.017	-0.009	-0.189	-0.1135	-0.2645	-0.023
0.25	0.5	Item232_Critical_25	59.158	-0.066	0.046	-0.095	0.187	0.066	0.3395	-0.2075	0.3
0.25	0.5	Item232_Critical_26	59.222	0.377	0.018	0.028	0.008	0.132	0.509	-0.245	0.192
0.25	0.5	Item232_Critical_27	59.237	0.434	0.158	0.2035	0.1125	-0.132	0.0375	-0.3015	0.208
0.25	0.5	Item232_Critical_28	59.241	0.236	0.044	0.0885	-0.0005	-0.292	-0.0565	-0.5275	0.014
0.25	0.5	Item232_Critical_3	59.181	-0.198	0.128	-0.0185	0.2745	0.01	0.1515	-0.1315	-0.016
0.25	0.5	Item232_Critical_30	59.23	0.056	0.06	0.1365	-0.0165	-0.038	-0.1705	0.0945	0.249
0.25	0.5	Item232_Critical_4	59.234	0.085	0.049	-0.02	0.118	0.028	-0.227	0.283	-0.373
0.25	0.5	Item232_Critical_5	59.219	-0.066	0.013	0.115	-0.089	0.047	-0.076	0.17	0.004
0.25	0.5	Item232_Critical_6	59.324	0.104	-0.039	0.028	-0.106	-0.16	-0.0565	-0.2635	0.088
0.25	0.5	Item232_Critical_7	59.162	0.226	0.056	0.1055	0.0065	-0.075	0.0945	-0.2445	0.102
0.25	0.5	Item232_Critical_8	59.177	0.415	0.072	0.057	0.087	0.076	0.019	0.133	0.347
0.25	0.5	Item232_Critical_9	59.151	0.217	0.102	0.265	-0.061	-0.33	-0.113	-0.547	0.312
0.25	0.5	Item238_Critical_VAdv1	-100.0	0.0	0.0	-0.149	0.149	397.887	nan	nan	0.292
0.25	0.5	Item238_Critical_VN1	59.158	0.424	0.011	-0.285	0.307	0.349	0.7165	-0.0185	0.289
0.25	0.5	Item238_Critical_VN2	59.256	0.085	-0.04	0.0045	-0.0845	-0.047	0.2075	-0.3015	0.175
0.25	0.5	Item238_Critical_VN3	58.981	-0.491	0.084	0.0545	0.1135	0.227	-0.245	0.699	-0.022
0.25	0.5	Item238_Critical_VN5	59.222	0.132	0.068	-0.076	0.212	0.0	-0.0755	0.0755	-0.104
0.25	0.5	Item238_Critical_Vadv1	-100.0	0.226	0.0	-0.025	0.025	-398.038	nan	nan	0.29
0.25	0.5	Item238_Critical_Vadv2	59.128	-0.179	-0.104	-0.0175	-0.1905	0.462	0.188	0.736	0.043
0.25	0.5	Item238_Critical_Vadv3	59.241	0.481	-0.198	-0.3155	-0.0805	-0.33	-0.5285	-0.1315	-0.188
0.25	0.5	Item238_Critical_Vadv5	59.0	0.198	-0.184	-0.2785	-0.0895	-0.066	0.1695	-0.3015	0.328
0.25	0.5	Item238_Critical_Vadv6	59.286	0.217	-0.017	0.066	-0.1	0.01	0.076	-0.056	0.154
0.25	0.5	Item238_Critical_Vadv7	59.275	0.49	-0.016	-0.032	0.0	-0.132	-0.189	-0.075	-0.052
0.25	0.5	Item238_Critical_Vadv8	59.358	0.528	-0.003	0.0565	-0.0625	-0.189	-0.246	-0.132	-0.122
0.25	0.5	Item238_Critical_Vadv9	58.777	-0.245	0.094	0.16	0.028	-0.434	-0.019	-0.849	0.512
0.25	0.5	ItemCritical_6	59.237	0.245	0.016	-0.0345	0.0665	0.415	0.075	0.755	-0.089
0.25	0.5	ItemMixed_1	59.094	0.264	-0.027	-0.0005	-0.0535	-0.415	-0.302	-0.528	-0.137
0.25	0.5	ItemMixed_11	59.26	0.113	-0.098	0.029	-0.225	-0.151	-0.2645	-0.0375	0.084
0.25	0.5	ItemMixed_12	59.09	-0.028	0.009	0.0175	0.0005	0.028	-0.3215	0.3775	-0.121
0.25	0.5	ItemMixed_13	59.154	0.302	0.019	-0.116	0.154	-0.17	-0.5665	0.2265	-0.127
0.25	0.5	ItemMixed_14	59.185	0.283	-0.075	-0.086	-0.064	-0.057	0.471	-0.585	-0.131
0.25	0.5	ItemMixed_15	59.173	-0.028	-0.063	0.0385	-0.1645	0.01	-0.0375	0.0575	-0.012
0.25	0.5	ItemMixed_16	59.136	-0.01	-0.047	-0.116	0.022	-0.104	0.075	-0.283	0.161
0.25	0.5	ItemMixed_17	59.147	0.49	-0.091	-0.08	-0.102	-0.151	-0.208	-0.094	-0.154
0.25	0.5	ItemMixed_18	59.305	0.302	-0.044	0.008	-0.096	-0.057	-0.4155	0.3015	0.086
0.25	0.5	ItemMixed_19	59.075	-0.5	0.077	-0.229	0.383	-0.104	-0.0005	-0.2075	0.092
0.25	0.5	ItemMixed_2	58.841	0.443	-0.035	0.0925	-0.1625	-0.104	0.3205	-0.5285	0.083
0.25	0.5	ItemMixed_21	59.049	-0.208	0.003	-0.0395	0.0455	0.019	-0.132	0.17	-0.401
0.25	0.5	ItemMixed_22	59.147	0.604	0.007	0.0845	-0.0705	0.264	0.358	0.17	0.064
0.25	0.5	ItemMixed_23	59.079	1.0	-0.014	0.0175	-0.0455	-0.17	-0.3965	0.0565	-0.215
0.25	0.5	ItemMixed_24	59.347	0.217	-0.049	-0.0555	-0.0425	0.123	0.189	0.057	0.092
0.25	0.5	ItemMixed_25	58.63	-0.236	0.009	0.28	-0.262	0.255	0.2075	0.3025	0.25
0.25	0.5	ItemMixed_26	59.169	0.66	-0.088	-0.0185	-0.1575	0.019	-0.019	0.057	-0.078
0.25	0.5	ItemMixed_27	59.12	0.217	-0.138	-0.0245	-0.2515	-0.085	-0.0005	-0.1695	-0.082
0.25	0.5	ItemMixed_28	59.147	-0.057	-0.1	-0.0885	-0.1115	0.189	0.189	0.189	-0.143
0.25	0.5	ItemMixed_29	59.219	-0.198	0.028	-0.123	0.179	-0.047	-0.0565	-0.0375	0.106
0.25	0.5	ItemMixed_3	59.256	0.311	0.053	0.043	0.063	-0.16	-0.3205	0.0005	0.261
0.25	0.5	ItemMixed_30	59.268	0.245	0.063	0.204	-0.078	0.151	-0.038	0.34	0.162
0.25	0.5	ItemMixed_31	59.098	-0.311	-0.062	-0.031	-0.093	0.066	-0.17	0.302	0.005
0.25	0.5	ItemMixed_32	59.332	0.179	0.031	-0.0685	0.1305	0.236	0.1885	0.2835	0.017
0.25	0.5	ItemMixed_33	59.154	0.056	-0.033	-0.191	0.125	0.113	-0.359	0.585	-0.285
0.25	0.5	ItemMixed_34	58.856	-0.519	0.008	0.0645	-0.0485	0.179	0.075	0.283	0.357
0.25	0.5	ItemMixed_35	59.105	0.575	0.104	0.1765	0.0315	-0.104	-0.2455	0.0375	-0.181
0.25	0.5	ItemMixed_36	59.056	0.056	0.088	-0.0975	0.2735	0.189	0.1135	0.2645	-0.356
0.25	0.5	ItemMixed_37	59.151	0.613	-0.12	-0.224	-0.016	-0.16	0.132	-0.452	0.219
0.25	0.5	ItemMixed_38	59.181	0.141	0.117	-0.0575	0.2915	-0.33	-0.038	-0.622	0.473
0.25	0.5	ItemMixed_39	59.151	0.104	0.049	-0.0235	0.1215	0.368	0.415	0.321	0.001
0.25	0.5	ItemMixed_4	59.219	-0.217	-0.026	-0.094	0.042	-0.236	0.1505	-0.6225	0.25
0.25	0.5	ItemMixed_40	59.011	0.245	0.067	0.3285	-0.1945	0.245	0.8295	-0.3395	-0.285
0.25	0.5	ItemMixed_41	59.192	0.434	-0.02	-0.097	0.057	0.076	-0.1885	0.3405	0.065
0.25	0.5	ItemMixed_42	59.207	0.245	-0.091	-0.1055	-0.0765	0.132	0.377	-0.113	0.181
0.25	0.5	ItemMixed_43	58.992	-0.217	0.074	0.1445	0.0035	-0.462	-0.415	-0.509	0.26
0.25	0.5	ItemMixed_5	59.241	0.217	-0.025	-0.141	0.091	0.085	-0.038	0.208	0.074
0.25	0.5	ItemMixed_6	59.041	0.075	0.222	0.203	0.241	-0.283	-0.5475	-0.0185	0.036
0.25	0.5	ItemMixed_7	59.109	0.321	0.032	0.101	-0.037	-0.094	-0.2075	0.0195	0.233
0.25	0.5	ItemMixed_8	59.049	0.056	0.012	0.171	-0.147	-0.075	-0.358	0.208	-0.208
0.25	0.5	ItemMixed_9	59.283	0.453	-0.018	-0.0235	-0.0125	-0.17	-0.321	-0.019	0.137
0.25	0.75	Item232_Critical_0	56.588	1.208	0.105	-0.042	0.252	-1.773	-2.037	-1.509	-0.071
0.25	0.75	Item232_Critical_1	56.501	-1.33	0.247	0.705	-0.211	-0.726	-1.226	-0.226	0.005
0.25	0.75	Item232_Critical_10	56.732	0.415	0.579	1.2755	-0.1175	-0.566	-0.3585	-0.7735	-0.528
0.25	0.75	Item232_Critical_11	56.656	-0.981	0.128	0.547	-0.291	-0.434	-0.283	-0.585	-0.781
0.25	0.75	Item232_Critical_12	56.445	-0.66	0.18	0.465	-0.105	-0.924	-1.6975	-0.1505	0.417
0.25	0.75	Item232_Critical_13	56.69	-0.292	0.298	0.32	0.276	-1.952	-2.886	-1.018	0.155
0.25	0.75	Item232_Critical_14	56.811	-0.33	0.005	0.4215	-0.4115	-0.594	-1.49	0.302	-0.565
0.25	0.75	Item232_Critical_15	56.158	0.359	-0.05	0.232	-0.332	0.057	1.0195	-0.9055	-0.336
0.25	0.75	Item232_Critical_16	56.973	-0.377	0.259	0.2325	0.2855	-1.377	-2.3955	-0.3585	-0.337
0.25	0.75	Item232_Critical_17	57.173	-0.443	0.624	0.8075	0.4405	-0.028	-0.5465	0.4905	-0.904
0.25	0.75	Item232_Critical_18	56.784	-1.038	0.067	-0.1255	0.2595	-0.736	-1.3395	-0.1325	0.374
0.25	0.75	Item232_Critical_19	56.769	-0.113	0.159	0.57	-0.252	-1.113	-2.528	0.302	-0.936
0.25	0.75	Item232_Critical_2	56.728	0.16	0.516	0.6115	0.4205	-0.613	-0.1885	-1.0375	-0.156
0.25	0.75	Item232_Critical_20	56.509	-0.858	0.404	0.5335	0.2745	-0.783	-0.585	-0.981	-0.642
0.25	0.75	Item232_Critical_21	56.335	0.557	0.361	0.509	0.213	-0.198	-0.358	-0.038	1.287
0.25	0.75	Item232_Critical_23	56.528	0.661	0.255	0.8765	-0.3665	0.378	1.227	-0.471	-0.008
0.25	0.75	Item232_Critical_24	56.294	0.264	0.277	0.7495	-0.1955	-1.509	-2.094	-0.924	0.546
0.25	0.75	Item232_Critical_25	56.241	-0.547	0.624	0.395	0.853	-2.773	-3.7915	-1.7545	-0.483
0.25	0.75	Item232_Critical_26	56.532	0.689	0.403	0.9755	-0.1695	-1.368	-2.3395	-0.3965	-0.213
0.25	0.75	Item232_Critical_27	56.392	1.283	0.019	0.035	0.003	-0.301	0.265	-0.867	-1.003
0.25	0.75	Item232_Critical_28	57.022	-1.179	0.697	1.033	0.361	-1.745	-0.641	-2.849	-0.683
0.25	0.75	Item232_Critical_3	57.128	-0.726	0.769	0.8375	0.7005	-1.405	-2.3765	-0.4335	0.541
0.25	0.75	Item232_Critical_30	56.928	-0.358	0.692	1.069	0.315	-2.075	-2.8295	-1.3205	1.108
0.25	0.75	Item232_Critical_4	57.003	-0.472	0.033	-0.2795	0.3455	-1.245	-2.226	-0.264	-0.216
0.25	0.75	Item232_Critical_5	57.007	-0.707	0.547	0.492	0.602	-0.839	-1.6785	0.0005	-0.301
0.25	0.75	Item232_Critical_6	56.52	-0.773	0.415	0.5225	0.3075	-2.339	-3.6595	-1.0185	-0.114
0.25	0.75	Item232_Critical_7	56.158	-0.264	0.534	0.6155	0.4525	-1.641	-1.8675	-1.4145	0.105
0.25	0.75	Item232_Critical_8	56.007	-1.302	0.315	0.187	0.443	0.359	0.642	0.076	0.405
0.25	0.75	Item232_Critical_9	56.671	0.302	0.336	0.548	0.124	-1.019	-2.2075	0.1695	0.435
0.25	0.75	Item238_Critical_VAdv1	-100.0	0.967	0.0	0.088	-0.088	388.359	nan	nan	0.655
0.25	0.75	Item238_Critical_VN1	56.592	-0.217	0.286	0.229	0.343	-0.217	-1.094	0.66	-0.418
0.25	0.75	Item238_Critical_VN2	56.89	0.755	0.097	0.415	-0.221	0.076	0.3405	-0.1885	0.308
0.25	0.75	Item238_Critical_VN3	54.735	-5.934	0.167	-0.075	0.409	-0.424	0.1705	-1.0185	-1.268
0.25	0.75	Item238_Critical_VN5	57.215	-0.547	0.374	0.609	0.139	-0.66	-0.4145	-0.9055	-0.709
0.25	0.75	Item238_Critical_Vadv1	-100.0	0.75	0.0	0.809	-0.809	-391.698	nan	nan	-0.286
0.25	0.75	Item238_Critical_Vadv2	51.871	-2.283	0.145	-0.0805	0.3705	0.793	-1.2825	2.8685	-0.592
0.25	0.75	Item238_Critical_Vadv3	52.969	-4.802	0.804	0.7755	0.8325	-3.5	-5.4525	-1.5475	-1.392
0.25	0.75	Item238_Critical_Vadv5	55.003	-4.434	0.365	0.343	0.387	-1.943	-0.924	-2.962	-0.152
0.25	0.75	Item238_Critical_Vadv6	52.656	-2.698	0.596	0.749	0.443	-2.528	-3.358	-1.698	0.275
0.25	0.75	Item238_Critical_Vadv7	53.815	-2.556	0.473	1.146	-0.2	-2.896	-3.056	-2.736	-1.672
0.25	0.75	Item238_Critical_Vadv8	53.467	-5.972	0.525	0.617	0.433	0.029	-0.2065	0.2645	0.407
0.25	0.75	Item238_Critical_Vadv9	54.796	-4.5	0.031	0.172	-0.11	-0.292	0.5855	-1.1695	-0.525
0.25	0.75	ItemCritical_6	56.792	-1.094	0.283	0.2675	0.2985	0.491	-0.094	1.076	-1.407
0.25	0.75	ItemMixed_1	57.341	-3.099	0.187	0.0545	0.3195	-1.344	-1.075	-1.613	0.303
0.25	0.75	ItemMixed_11	56.984	-4.179	0.064	0.067	0.061	-0.745	0.1515	-1.6415	0.312
0.25	0.75	ItemMixed_12	56.732	-3.981	0.542	0.655	0.429	-0.773	-0.2635	-1.2825	-0.829
0.25	0.75	ItemMixed_13	57.15	-1.236	0.452	0.1775	0.7265	-1.273	-1.2445	-1.3015	0.184
0.25	0.75	ItemMixed_14	56.941	-4.505	0.017	-0.2035	0.2375	0.354	0.1795	0.5285	-0.418
0.25	0.75	ItemMixed_15	57.643	-2.231	0.353	0.3395	0.3665	-1.401	-0.679	-2.123	-0.028
0.25	0.75	ItemMixed_16	57.199	-3.811	0.249	-0.291	0.789	-1.094	-0.5845	-1.6035	-0.113
0.25	0.75	ItemMixed_17	56.884	-0.486	0.021	-0.2305	0.2725	-0.91	-1.075	-0.745	-0.56
0.25	0.75	ItemMixed_18	56.545	-0.297	0.055	0.32	-0.21	-1.655	-2.49	-0.82	-0.869
0.25	0.75	ItemMixed_19	56.496	-4.816	0.143	0.2355	0.0505	-0.061	-0.1505	0.0285	-0.073
0.25	0.75	ItemMixed_2	56.618	-4.34	0.581	-0.1885	1.3505	-0.971	-1.622	-0.32	-0.026
0.25	0.75	ItemMixed_21	56.866	-5.165	0.561	-0.125	1.247	0.609	-0.4615	1.6795	-0.504
0.25	0.75	ItemMixed_22	56.16	-0.288	0.386	0.539	0.233	-1.231	-1.594	-0.868	0.487
0.25	0.75	ItemMixed_23	56.613	-5.127	0.299	0.093	0.505	-0.948	-0.8865	-1.0095	-0.768
0.25	0.75	ItemMixed_24	56.088	0.259	0.26	0.06	0.46	0.458	-1.188	2.104	-1.134
0.25	0.75	ItemMixed_25	54.862	-4.816	0.461	0.966	-0.044	0.514	-0.67	1.698	1.302
0.25	0.75	ItemMixed_26	56.016	-0.25	0.15	0.774	-0.474	-0.863	-0.8015	-0.9245	0.692
0.25	0.75	ItemMixed_27	56.296	-0.608	0.651	0.9775	0.3245	-0.099	0.7645	-0.9625	-0.71
0.25	0.75	ItemMixed_28	57.924	-2.736	0.514	-0.2005	1.2285	0.236	-0.2825	0.7545	-0.249
0.25	0.75	ItemMixed_29	57.007	0.425	0.248	0.065	0.431	1.01	1.4915	0.5285	0.109
0.25	0.75	ItemMixed_3	57.049	-4.604	0.198	0.138	0.258	-1.037	-0.2445	-1.8295	-0.63
0.25	0.75	ItemMixed_30	57.411	-3.292	0.31	-0.021	0.641	-0.717	-0.2735	-1.1605	-0.968
0.25	0.75	ItemMixed_31	56.267	-5.717	0.111	-0.04	0.262	0.312	-0.6125	1.2365	0.054
0.25	0.75	ItemMixed_32	56.899	0.693	0.479	0.312	0.646	0.401	0.4815	0.3205	1.1
0.25	0.75	ItemMixed_33	56.554	-4.311	0.883	-0.0185	1.7845	-1.018	-1.2445	-0.7915	-0.276
0.25	0.75	ItemMixed_34	54.92	-4.198	0.749	0.329	1.169	-0.528	0.142	-1.198	-0.238
0.25	0.75	ItemMixed_35	57.128	-4.368	0.596	0.2325	0.9595	-0.481	-0.1885	-0.7735	-0.511
0.25	0.75	ItemMixed_36	56.73	-4.976	0.396	0.259	0.533	-0.118	-0.8205	0.5845	-0.554
0.25	0.75	ItemMixed_37	57.647	-2.524	0.393	-0.0795	0.8655	-0.41	-0.6785	-0.1415	0.143
0.25	0.75	ItemMixed_38	57.354	-3.906	0.454	-0.0585	0.9665	-0.594	-0.311	-0.877	0.668
0.25	0.75	ItemMixed_39	56.943	-4.217	0.146	0.1905	0.1015	-1.217	-0.5755	-1.8585	-0.354
0.25	0.75	ItemMixed_4	56.207	-0.66	0.263	0.406	0.12	-0.311	-0.6695	0.0475	-0.707
0.25	0.75	ItemMixed_40	56.828	-4.071	0.44	0.0035	0.8765	-0.702	-1.2915	-0.1125	-0.947
0.25	0.75	ItemMixed_41	56.72	0.094	0.523	0.794	0.252	-2.839	-3.8575	-1.8205	-0.495
0.25	0.75	ItemMixed_42	57.23	-3.802	0.707	0.184	1.23	-0.981	-0.0845	-1.8775	-0.084
0.25	0.75	ItemMixed_43	54.858	-5.731	0.501	0.3515	0.6505	-1.325	-1.009	-1.641	0.965
0.25	0.75	ItemMixed_5	57.058	-4.071	0.346	-0.239	0.931	-0.731	-0.4715	-0.9905	-0.336
0.25	0.75	ItemMixed_6	56.501	-4.726	0.1	0.2895	-0.0895	-0.962	0.774	-2.698	-0.512
0.25	0.75	ItemMixed_7	57.143	0.349	0.504	0.559	0.449	-1.99	-2.6595	-1.3205	0.116
0.25	0.75	ItemMixed_8	57.105	-4.783	0.251	-0.06	0.562	-0.358	-0.3765	-0.3395	-0.13
0.25	0.75	ItemMixed_9	56.349	-0.58	0.593	0.8495	0.3365	-1.259	-2.32	-0.198	0.496
0.25	1	Item232_Critical_0	56.164	-7.703	0.369	-0.076	0.814	0.515	-0.0365	1.0665	0.087
0.25	1	Item232_Critical_1	55.455	-9.401	0.156	-0.035	0.347	0.364	0.039	0.689	0.491
0.25	1	Item232_Critical_10	55.379	-9.609	-0.018	-0.01	-0.026	-0.202	0.0575	-0.4615	-0.466
0.25	1	Item232_Critical_11	55.094	-10.312	0.289	-0.075	0.653	-0.207	-0.0085	-0.4055	-1.356
0.25	1	Item232_Critical_12	55.234	-9.934	0.495	-0.1155	1.1055	0.18	0.02	0.34	-0.175
0.25	1	Item232_Critical_13	55.815	-8.557	0.512	-0.091	1.115	-1.434	-0.0185	-2.8495	0.23
0.25	1	Item232_Critical_14	55.941	-8.213	0.534	-0.1145	1.1825	-0.929	-0.028	-1.83	0.036
0.25	1	Item232_Critical_15	55.236	-9.967	0.307	-0.068	0.682	0.779	0.0575	1.5005	-0.474
0.25	1	Item232_Critical_16	56.117	-7.887	0.606	-0.207	1.419	-0.547	0.01	-1.104	-0.499
0.25	1	Item232_Critical_17	55.67	-8.92	0.221	-0.065	0.507	-0.693	0.057	-1.443	-0.361
0.25	1	Item232_Critical_18	54.975	-10.637	0.058	-0.0085	0.1245	0.533	0.038	1.028	0.548
0.25	1	Item232_Critical_19	55.887	-8.397	0.64	-0.1515	1.4315	-0.443	-0.075	-0.811	-0.146
0.25	1	Item232_Critical_2	55.536	-9.18	0.438	-0.105	0.981	-0.264	-0.0185	-0.5095	-0.423
0.25	1	Item232_Critical_20	55.372	-9.665	0.127	-0.034	0.288	-0.212	-0.0185	-0.4055	0.188
0.25	1	Item232_Critical_21	55.56	-9.175	0.111	-0.0325	0.2545	-0.07	-0.037	-0.103	0.154
0.25	1	Item232_Critical_22	55.621	-6.742	0.378	-0.787	1.543	-0.451	1.799	-2.701	0.369
0.25	1	Item232_Critical_23	55.551	-9.236	-0.103	-0.019	-0.187	-0.047	0.0005	-0.0945	-0.634
0.25	1	Item232_Critical_24	55.024	-10.533	0.163	0.001	0.325	-0.155	-0.018	-0.292	-0.339
0.25	1	Item232_Critical_25	55.275	-9.915	-0.056	0.0185	-0.1305	-0.811	0.029	-1.651	-0.456
0.25	1	Item232_Critical_26	55.906	-8.368	0.344	-0.075	0.763	0.199	0.02	0.378	-0.246
0.25	1	Item232_Critical_27	55.555	-9.198	-0.055	0.03	-0.14	-0.103	0.0105	-0.2165	-0.323
0.25	1	Item232_Critical_28	55.675	-8.878	0.724	-0.1895	1.6375	-1.245	-0.028	-2.462	-0.909
0.25	1	Item232_Critical_29	56.053	-6.714	-0.148	-0.047	-0.249	-0.438	-0.8645	-0.0115	-1.306
0.25	1	Item232_Critical_3	56.504	-6.807	0.713	-0.1875	1.6135	-0.882	0.0475	-1.8115	-0.42
0.25	1	Item232_Critical_30	55.517	-9.387	0.305	-0.058	0.668	-0.301	-0.065	-0.537	-0.784
0.25	1	Item232_Critical_31	55.393	-7.983	0.308	0.0985	0.5175	-1.913	-0.908	-2.918	0.894
0.25	1	Item232_Critical_4	55.634	-8.972	0.161	-0.0415	0.3635	-1.981	-0.0185	-3.9435	-1.278
0.25	1	Item232_Critical_5	55.483	-9.595	0.394	-0.0745	0.8625	0.095	0.0385	0.1515	-0.155
0.25	1	Item232_Critical_6	55.675	-8.887	0.672	-0.162	1.506	-0.433	0.001	-0.867	-0.971
0.25	1	Item232_Critical_7	55.472	-9.425	0.328	-0.105	0.761	-0.613	-0.028	-1.198	0.425
0.25	1	Item232_Critical_8	55.107	-10.307	0.212	-0.0305	0.4545	-0.599	0.0005	-1.1985	0.248
0.25	1	Item232_Critical_9	55.598	-9.062	0.085	-0.0155	0.1855	-0.155	0.02	-0.33	-0.586
0.25	1	Item238_Critical_VAdv1	-100.0	-7.543	0.0	-0.4015	0.4015	388.302	nan	nan	0.812
0.25	1	Item238_Critical_VN1	55.562	-9.132	0.13	-0.023	0.283	0.142	0.0005	0.2835	0.439
0.25	1	Item238_Critical_VN2	55.583	-9.194	0.289	-0.0805	0.6585	1.128	0.0385	2.2175	-0.271
0.25	1	Item238_Critical_VN3	57.124	-5.264	-0.06	0.0215	-0.1415	-0.594	-0.037	-1.151	0.475
0.25	1	Item238_Critical_VN5	56.043	-8.118	0.309	-0.0605	0.6785	-0.948	-0.075	-1.821	-1.248
0.25	1	Item238_Critical_Vadv1	-100.0	-10.741	0.0	-0.0155	0.0155	-389.566	nan	nan	-0.012
0.25	1	Item238_Critical_Vadv2	58.824	-0.939	0.034	-0.0085	0.0765	-0.108	0.0005	-0.2165	-0.021
0.25	1	Item238_Critical_Vadv3	58.894	-0.859	0.044	-0.011	0.099	-0.226	0.0385	-0.4905	-0.158
0.25	1	Item238_Critical_Vadv5	57.447	-4.439	0.451	-0.1125	1.0145	-0.787	0.02	-1.594	-0.367
0.25	1	Item238_Critical_Vadv6	58.866	-0.845	0.08	-0.029	0.189	-0.797	0.01	-1.604	0.186
0.25	1	Item238_Critical_Vadv7	58.7	-1.307	0.06	-0.022	0.142	-0.655	0.02	-1.33	-0.033
0.25	1	Item238_Critical_Vadv8	58.692	-1.288	0.074	-0.0205	0.1685	0.298	-0.018	0.614	-0.04
0.25	1	Item238_Critical_Vadv9	57.134	-5.269	-0.231	0.051	-0.513	0.835	0.0475	1.6225	0.359
0.25	1	ItemCritical_0	56.529	-5.626	0.37	-0.254	0.994	-0.39	0.4275	-1.2075	0.986
0.25	1	ItemCritical_1	56.016	-6.475	-0.04	0.148	-0.228	0.055	1.017	-0.907	-2.259
0.25	1	ItemCritical_10	57.214	-4.159	0.42	-0.1985	1.0385	-1.121	-0.0775	-2.1645	0.059
0.25	1	ItemCritical_11	58.603	-1.569	0.027	-0.019	0.073	-0.414	-0.0005	-0.8275	0.052
0.25	1	ItemCritical_12	58.377	-1.28	-0.085	0.094	-0.264	0.27	0.7735	-0.2335	0.228
0.25	1	ItemCritical_13	58.387	-1.252	0.174	0.0195	0.3285	-1.673	-0.7815	-2.5645	0.292
0.25	1	ItemCritical_14	58.827	-1.77	-0.051	-0.1445	0.0425	-1.25	-0.887	-1.613	0.019
0.25	1	ItemCritical_15	56.899	-5.553	-0.118	-0.533	0.297	-1.414	-0.223	-2.605	-0.864
0.25	1	ItemCritical_16	58.492	-1.83	0.089	-0.021	0.199	-1.167	-0.0325	-2.3015	0.347
0.25	1	ItemCritical_17	58.685	-1.154	-0.032	-0.033	-0.031	0.06	-0.132	0.252	-0.104
0.25	1	ItemCritical_18	58.238	-0.934	0.214	0.2945	0.1335	1.421	1.475	1.367	-0.966
0.25	1	ItemCritical_19	59.79	-0.077	-0.005	0.0235	-0.0335	-0.306	-0.248	-0.364	1.326
0.25	1	ItemCritical_2	58.033	-2.956	-0.976	-0.544	-1.408	-0.338	0.032	-0.708	0.873
0.25	1	ItemCritical_20	57.89	-1.793	-0.354	-0.593	-0.115	-1.054	-0.99	-1.118	-0.798
0.25	1	ItemCritical_21	58.326	-1.601	0.439	0.3465	0.5315	-1.182	-0.853	-1.511	0.984
0.25	1	ItemCritical_22	58.903	-0.819	-0.102	0.051	-0.255	0.178	0.0275	0.3285	0.712
0.25	1	ItemCritical_23	57.276	-5.077	0.505	-0.044	1.054	0.352	0.898	-0.194	0.011
0.25	1	ItemCritical_24	57.054	-4.437	0.776	0.4735	1.0785	-0.744	-2.444	0.956	3.009
0.25	1	ItemCritical_25	56.449	-5.89	-0.134	0.3435	-0.6115	-2.556	-0.3635	-4.7485	-1.586
0.25	1	ItemCritical_26	56.124	-6.65	-0.132	-0.1155	-0.1485	0.289	-0.081	0.659	-0.965
