workerid	condition	item	rt	correct	word	wordInItem	Region	RegionFine	sentence	Noun	Continuation	trial	group
9	filler	Filler_37	648	yes	the	10	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	993	yes	waitress	11	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	995	yes	because	12	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	834	yes	the	13	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	901	yes	police	14	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	829	yes	suspected	15	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	848	yes	he	16	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	974	yes	had	17	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	962	yes	murdered	18	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	914	yes	the	19	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_37	1467	yes	shopkeeper.	20	NA	NA	The gangster who the detective at the club followed implicated the waitress because the police suspected he had murdered the shopkeeper.	NA	NA	29	238
9	filler	Filler_15	640	yes	The	0	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	741	yes	librarian	1	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	880	yes	put	2	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	709	yes	the	3	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	1007	yes	book	4	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	687	yes	onto	5	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	688	yes	the	6	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_15	485	yes	shelf.	7	NA	NA	The librarian put the book onto the shelf.	NA	NA	45	238
9	filler	Filler_9	619	yes	The	0	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	1091	no	milkman	1	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	1897	yes	punctually	2	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	954	yes	delivers	3	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	764	yes	the	4	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	728	yes	milk	5	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	892	yes	at	6	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	929	yes	the	7	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	1399	yes	door	8	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	576	yes	every	9	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	filler	Filler_9	613	yes	day.	10	NA	NA	The milkman punctually delivers the milk at the door every day.	NA	NA	13	238
9	condition_2	Critical_5	560	yes	The	0	REGION_D0	REGION_D0	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	1051	yes	assertion	1	REGION_N0	REGION_N0	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	621	yes	that	2	REGION_0_0	REGION_0_0	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	788	yes	the	3	REGION_0_1	REGION_0_1	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	957	yes	principal	4	REGION_0_2	REGION_0_2	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	3010	yes	calmed	5	REGION_2_0	REGION_2_0	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	781	yes	everyone	6	REGION_2_1	REGION_2_1	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	809	yes	down	7	REGION_2_2	REGION_2_2	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	558	yes	was	8	REGION_3_0	REGION_3_0	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	condition_2	Critical_5	818	yes	false.	9	REGION_3_1	REGION_3_1	The assertion that the principal calmed everyone down was false.	assertion	was_false.	14	238
9	filler	Filler_35	1162	yes	Yesterday	0	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	942	no	the	1	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1317	yes	swimmer	2	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1048	yes	saw	3	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1508	yes	only	4	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	740	yes	a	5	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1131	yes	turtle	6	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1479	yes	at	7	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1358	yes	the	8	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	filler	Filler_35	1085	yes	beach.	9	NA	NA	Yesterday the swimmer saw only a turtle at the beach.	NA	NA	17	238
9	condition_0	Critical_7	845	yes	The	0	REGION_D0	REGION_D0	The assumption was incorrect.	assumption	was_incorrect.	22	238
9	condition_0	Critical_7	1248	yes	assumption	1	REGION_N0	REGION_N0	The assumption was incorrect.	assumption	was_incorrect.	22	238
9	condition_0	Critical_7	918	yes	was	2	REGION_3_0	REGION_3_0	The assumption was incorrect.	assumption	was_incorrect.	22	238
9	condition_0	Critical_7	923	yes	incorrect.	3	REGION_3_1	REGION_3_1	The assumption was incorrect.	assumption	was_incorrect.	22	238
9	condition_0	Critical_0	727	yes	The	0	REGION_D0	REGION_D0	The news troubled people.	news	troubled_people.	31	238
9	condition_0	Critical_0	1012	yes	news	1	REGION_N0	REGION_N0	The news troubled people.	news	troubled_people.	31	238
9	condition_0	Critical_0	1200	yes	troubled	2	REGION_3_0	REGION_3_0	The news troubled people.	news	troubled_people.	31	238
9	condition_0	Critical_0	956	yes	people.	3	REGION_3_1	REGION_3_1	The news troubled people.	news	troubled_people.	31	238
9	filler	Filler_2	623	yes	The	0	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	1036	yes	showman	1	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	907	no	travels	2	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	632	yes	to	3	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	877	yes	different	4	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	634	yes	cities	5	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	710	yes	every	6	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_2	707	yes	month.	7	NA	NA	The showman travels to different cities every month.	NA	NA	47	238
9	filler	Filler_36	628	yes	The	0	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	851	yes	surgeon	1	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	909	yes	who	2	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	796	yes	the	3	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1322	yes	detective	4	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	712	yes	who	5	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	2042	no	was	6	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1899	yes	on	7	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	886	yes	the	8	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1136	yes	case	9	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1597	yes	consulted	10	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	2079	no	questioned	11	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1371	yes	the	12	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1300	yes	coroner	13	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1933	yes	because	14	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	986	yes	the	15	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1026	yes	markings	16	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	690	yes	on	17	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	763	yes	the	18	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	987	yes	body	19	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	775	yes	were	20	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	2505	yes	difficult	21	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	1286	yes	to	22	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_36	941	yes	explain.	23	NA	NA	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	NA	NA	49	238
9	filler	Filler_3	630	yes	The	0	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	939	yes	roommate	1	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	1036	yes	takes	2	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	1122	yes	out	3	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	902	yes	the	4	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	783	yes	garbage	5	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	758	yes	every	6	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_3	931	yes	week.	7	NA	NA	The roommate takes out the garbage every week.	NA	NA	23	238
9	filler	Filler_42	1578	yes	The	0	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_42	2609	yes	beggar	1	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_42	1071	yes	is	2	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_42	1061	yes	often	3	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_42	1236	yes	scrounging	4	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_42	820	yes	for	5	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_42	1059	yes	cigarettes.	6	NA	NA	The beggar is often scrounging for cigarettes.	NA	NA	25	238
9	filler	Filler_33	641	yes	The	0	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_33	1011	no	locksmith	1	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_33	696	yes	can	2	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_33	961	yes	crack	3	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_33	593	yes	the	4	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_33	1003	yes	safe	5	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_33	989	no	easily.	6	NA	NA	The locksmith can crack the safe easily.	NA	NA	48	238
9	filler	Filler_24	1433	yes	The	0	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	956	yes	natives	1	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	753	yes	on	2	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	1001	yes	the	3	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	674	yes	island	4	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	971	yes	captured	5	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	817	yes	the	6	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	1174	yes	anthropologist	7	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	915	yes	because	8	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	760	yes	she	9	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	659	yes	had	10	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	965	yes	information	11	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	626	yes	that	12	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	785	yes	could	13	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	910	yes	help	14	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	758	yes	the	15	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_24	765	yes	tribe.	16	NA	NA	The natives on the island captured the anthropologist because she had information that could help the tribe.	NA	NA	35	238
9	filler	Filler_27	528	yes	The	0	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	961	yes	company	1	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	952	yes	was	2	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	773	yes	sure	3	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	687	yes	that	4	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	800	yes	its	5	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	766	yes	new	6	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	1027	yes	product,	7	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	641	yes	which	8	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	2060	yes	its	9	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	1371	yes	researchers	10	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	696	yes	had	11	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	698	yes	developed,	12	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	617	yes	would	13	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	795	yes	soon	14	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	515	yes	be	15	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	663	yes	sold	16	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Filler_27	887	yes	out.	17	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	42	238
9	filler	Practice_2	1739	yes	The	0	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	3331	yes	reporter	1	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	834	yes	had	2	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	1723	yes	dinner	3	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	975	yes	yesterday	4	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	671	yes	with	5	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	839	yes	the	6	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	1157	yes	baseball	7	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	874	yes	player	8	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	780	yes	who	9	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	2848	yes	Kevin	10	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Practice_2	1289	yes	admired.	11	NA	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	NA	NA	6	238
9	filler	Filler_41	742	yes	The	0	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1627	yes	casino	1	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1273	yes	hired	2	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1004	yes	the	3	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1225	yes	daredevil	4	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	787	yes	because	5	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1337	yes	he	6	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	996	yes	was	7	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1253	yes	confident	8	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	2061	yes	that	9	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	2419	yes	everything	10	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	900	yes	would	11	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	991	yes	go	12	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1050	yes	according	13	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	975	yes	to	14	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_41	1068	yes	plan.	15	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	9	238
9	filler	Filler_0	623	yes	The	0	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	1537	yes	divorcee	1	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	1207	yes	has	2	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	1059	yes	come	3	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	667	yes	to	4	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	1510	yes	love	5	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	969	yes	her	6	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	1367	yes	life	7	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	2304	yes	ever	8	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	1304	yes	since	9	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	716	yes	she	10	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	686	yes	got	11	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_0	705	yes	divorced.	12	NA	NA	The divorcee has come to love her life ever since she got divorced.	NA	NA	10	238
9	filler	Filler_13	1326	yes	After	0	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	1739	yes	the	1	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	1230	yes	argument,	2	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	1144	yes	the	3	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	851	yes	husband	4	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	1030	yes	ignored	5	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	668	yes	his	6	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_13	709	yes	wife.	7	NA	NA	After the argument, the husband ignored his wife.	NA	NA	19	238
9	filler	Filler_11	501	yes	The	0	NA	NA	The citizens of France eat oysters.	NA	NA	39	238
9	filler	Filler_11	716	yes	citizens	1	NA	NA	The citizens of France eat oysters.	NA	NA	39	238
9	filler	Filler_11	687	yes	of	2	NA	NA	The citizens of France eat oysters.	NA	NA	39	238
9	filler	Filler_11	767	yes	France	3	NA	NA	The citizens of France eat oysters.	NA	NA	39	238
9	filler	Filler_11	621	yes	eat	4	NA	NA	The citizens of France eat oysters.	NA	NA	39	238
9	filler	Filler_11	942	yes	oysters.	5	NA	NA	The citizens of France eat oysters.	NA	NA	39	238
9	condition_0	Critical_4	894	yes	The	0	REGION_D0	REGION_D0	The guess was a malicious smear.	guess	was_a_malicious_smear.	12	238
9	condition_0	Critical_4	2609	yes	guess	1	REGION_N0	REGION_N0	The guess was a malicious smear.	guess	was_a_malicious_smear.	12	238
9	condition_0	Critical_4	717	yes	was	2	REGION_3_0	REGION_3_0	The guess was a malicious smear.	guess	was_a_malicious_smear.	12	238
9	condition_0	Critical_4	759	yes	a	3	REGION_3_1	REGION_3_1	The guess was a malicious smear.	guess	was_a_malicious_smear.	12	238
9	condition_0	Critical_4	1488	yes	malicious	4	REGION_3_2	REGION_3_2	The guess was a malicious smear.	guess	was_a_malicious_smear.	12	238
9	condition_0	Critical_4	1172	yes	smear.	5	REGION_3_3	REGION_3_3	The guess was a malicious smear.	guess	was_a_malicious_smear.	12	238
9	filler	Filler_39	868	yes	The	0	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	959	yes	fans	1	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	742	yes	at	2	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	614	yes	the	3	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	1091	yes	concert	4	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	1041	yes	loved	5	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	959	yes	the	6	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	946	yes	guitarist	7	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	773	yes	because	8	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	707	yes	he	9	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	1026	yes	played	10	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	1451	yes	with	11	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	1070	yes	so	12	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
9	filler	Filler_39	701	yes	much	13	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	28	238
