workerid	condition	item	rt	correct	word	wordInItem	Region	RegionFine	sentence	noun	Continuation	trial	distractor_condition
5	critical_incompatible	Critical_9	608	yes	was	7	REGION_3_0	NA	The complaint that the student was lazy was a malicious smear.	complaint	was_a_malicious_smear.	24	dist1
5	critical_incompatible	Critical_9	615	yes	a	8	REGION_3_1	NA	The complaint that the student was lazy was a malicious smear.	complaint	was_a_malicious_smear.	24	dist1
5	critical_incompatible	Critical_9	1264	yes	malicious	9	REGION_3_2	NA	The complaint that the student was lazy was a malicious smear.	complaint	was_a_malicious_smear.	24	dist1
5	critical_incompatible	Critical_9	896	yes	smear.	10	REGION_3_3	NA	The complaint that the student was lazy was a malicious smear.	complaint	was_a_malicious_smear.	24	dist1
5	filler	Filler_28	703	yes	The	0	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	703	yes	astronaut	1	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	655	yes	that	2	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	519	yes	the	3	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	679	yes	journalists	4	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	577	yes	who	5	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	815	yes	were	6	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	783	yes	at	7	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	519	yes	the	8	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	671	yes	launch	9	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	855	yes	worshipped	10	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	1919	yes	criticized	11	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	712	no	the	12	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	1016	yes	administrators	13	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	696	yes	after	14	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	880	yes	he	15	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	616	yes	discovered	16	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	600	yes	a	17	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	847	yes	potential	18	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	1088	yes	leak	19	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	824	yes	in	20	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	584	yes	the	21	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	608	yes	fuel	22	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_28	808	yes	tank.	23	NA	NA	The astronaut that the journalists who were at the launch worshipped criticized the administrators after he discovered a potential leak in the fuel tank.	NA	NA	9	NA
5	filler	Filler_32	744	yes	The	0	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	647	yes	students	1	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	1831	no	studied	2	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	1175	yes	the	3	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	1528	no	surgeon	4	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	1551	yes	whenever	5	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	705	yes	he	6	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	943	yes	performed	7	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	536	yes	an	8	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	769	yes	important	9	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	filler	Filler_32	711	yes	operation.	10	NA	NA	The students studied the surgeon whenever he performed an important operation.	NA	NA	14	NA
5	critical_incompatible	Critical_19	671	yes	The	0	REGION_D0	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	1047	yes	confirmation	1	REGION_N0	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	504	yes	that	2	REGION_0_0	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	392	yes	the	3	REGION_0_1	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	831	yes	trader	4	REGION_0_2	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	855	yes	cheated	5	REGION_2_0	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	640	no	him	6	REGION_2_1	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	656	yes	was	7	REGION_3_0	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	critical_incompatible	Critical_19	896	yes	unnerving.	8	REGION_3_1	NA	The confirmation that the trader cheated him was unnerving.	confirmation	was_unnerving.	28	dist1
5	filler	Filler_20	1272	yes	The	0	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	filler	Filler_20	703	yes	private	1	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	filler	Filler_20	744	yes	tutor	2	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	filler	Filler_20	1175	yes	explained	3	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	filler	Filler_20	400	yes	the	4	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	filler	Filler_20	527	yes	assignment	5	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	filler	Filler_20	687	yes	carefully.	6	NA	NA	The private tutor explained the assignment carefully.	NA	NA	35	NA
5	critical_compatible	Critical_8	823	yes	The	0	REGION_D0	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	1264	yes	assurance	1	REGION_N0	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	504	yes	that	2	REGION_0_0	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	447	yes	the	3	REGION_0_1	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	488	yes	child	4	REGION_0_2	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	649	yes	was	5	REGION_2_0	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	1088	yes	quoted	6	REGION_2_1	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	807	yes	in	7	REGION_2_2	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	1240	yes	newspapers	8	REGION_2_3	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	1312	yes	was	9	REGION_3_0	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	480	yes	very	10	REGION_3_1	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	critical_compatible	Critical_8	790	yes	interesting.	11	REGION_3_2	NA	The assurance that the child was quoted in newspapers was very interesting.	assurance	was_very_interesting.	8	dist1
5	filler	Filler_50	2407	yes	The	0	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	1360	yes	producer	1	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	1712	yes	shoots	2	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	376	yes	a	3	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	528	yes	new	4	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	536	yes	movie	5	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	536	yes	every	6	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_50	760	yes	year.	7	NA	NA	The producer shoots a new movie every year.	NA	NA	26	NA
5	filler	Filler_39	615	yes	The	0	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	1160	yes	fans	1	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	631	yes	at	2	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	1008	yes	the	3	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	1328	yes	concert	4	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	1887	yes	loved	5	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	752	yes	the	6	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	743	yes	guitarist	7	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	704	yes	because	8	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	600	yes	he	9	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	632	yes	played	10	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	847	yes	with	11	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	2000	yes	so	12	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	495	yes	much	13	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_39	760	yes	energy.	14	NA	NA	The fans at the concert loved the guitarist because he played with so much energy.	NA	NA	29	NA
5	filler	Filler_12	631	yes	The	0	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	752	yes	bully	1	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	1567	yes	punched	2	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	607	yes	the	3	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	583	yes	kid	4	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	447	yes	after	5	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	623	yes	all	6	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	655	yes	the	7	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	575	yes	kids	8	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	615	yes	had	9	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	1296	yes	to	10	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	839	yes	leave	11	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	575	no	to	12	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	664	yes	go	13	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	607	yes	to	14	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_12	736	yes	class.	15	NA	NA	The bully punched the kid after all the kids had to leave to go to class.	NA	NA	36	NA
5	filler	Filler_47	663	yes	The	0	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	600	yes	scientists	1	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	1288	yes	who	2	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	624	yes	were	3	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	584	yes	in	4	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	616	yes	the	5	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	760	yes	lab	6	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	632	yes	studied	7	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	392	yes	the	8	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	472	yes	alien	9	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	791	yes	while	10	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	488	yes	the	11	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	760	yes	blood	12	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	808	yes	sample	13	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	680	yes	was	14	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	864	yes	run	15	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	648	yes	through	16	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	600	yes	the	17	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	filler	Filler_47	824	yes	computer.	18	NA	NA	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	NA	NA	45	NA
5	critical_compatible	Critical_15	487	yes	The	0	REGION_D0	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	784	yes	assertion	1	REGION_N0	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	560	yes	that	2	REGION_0_0	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	696	yes	the	3	REGION_0_1	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	616	yes	runner	4	REGION_0_2	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	632	yes	was	5	REGION_2_0	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	768	yes	widely	6	REGION_2_1	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	680	yes	known	7	REGION_2_2	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	992	yes	was	8	REGION_3_0	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	critical_compatible	Critical_15	786	yes	incorrect.	9	REGION_3_1	NA	The assertion that the runner was widely known was incorrect.	assertion	was_incorrect.	48	dist1
5	filler	Filler_44	527	yes	The	0	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	480	yes	prisoner	1	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	744	yes	who	2	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	584	yes	the	3	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	951	yes	guard	4	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	640	yes	attacked	5	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	640	yes	tackled	6	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	424	yes	the	7	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	392	yes	warden	8	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	1016	yes	although	9	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	552	yes	he	10	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	840	yes	had	11	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	1056	yes	no	12	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	1000	yes	intention	13	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	448	yes	of	14	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	400	yes	trying	15	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	672	no	to	16	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_44	784	yes	escape.	17	NA	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	NA	NA	49	NA
5	filler	Filler_16	856	yes	The	0	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_16	896	yes	photographer	1	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_16	752	yes	processed	2	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_16	672	yes	the	3	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_16	560	yes	film	4	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_16	943	yes	on	5	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_16	719	yes	time.	6	NA	NA	The photographer processed the film on time.	NA	NA	16	NA
5	filler	Filler_41	559	yes	The	0	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	1159	yes	casino	1	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	2183	yes	hired	2	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	1104	yes	the	3	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	1496	yes	daredevil	4	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	680	yes	because	5	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	656	yes	he	6	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	576	yes	was	7	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	928	yes	confident	8	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	487	yes	that	9	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	1080	yes	everything	10	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	448	yes	would	11	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	639	yes	go	12	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	624	yes	according	13	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	568	yes	to	14	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	filler	Filler_41	560	yes	plan.	15	NA	NA	The casino hired the daredevil because he was confident that everything would go according to plan.	NA	NA	30	NA
5	critical_compatible	Critical_11	687	yes	The	0	REGION_D0	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	632	yes	admission	1	REGION_N0	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	984	yes	that	2	REGION_0_0	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	736	yes	the	3	REGION_0_1	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	880	yes	senator	4	REGION_0_2	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	1280	yes	annoyed	5	REGION_2_0	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	616	yes	him	6	REGION_2_1	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	488	yes	was	7	REGION_3_0	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	640	yes	absolutely	8	REGION_3_1	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	critical_compatible	Critical_11	472	yes	true.	9	REGION_3_2	NA	The admission that the senator annoyed him was absolutely true.	admission	was_absolutely_true.	39	dist1
5	filler	Filler_43	655	yes	The	0	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	1072	yes	cartoonist	1	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	632	yes	who	2	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	432	yes	the	3	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	776	yes	readers	4	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	680	yes	supported	5	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	1224	yes	pressured	6	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	640	yes	the	7	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	896	yes	dean	8	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	688	yes	because	9	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	680	yes	she	10	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	504	yes	thought	11	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	880	yes	that	12	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	616	yes	censorship	13	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	592	yes	was	14	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	600	yes	never	15	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_43	496	yes	appropriate.	16	NA	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	NA	NA	40	NA
5	filler	Filler_27	639	yes	The	0	NA	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	NA	NA	41	NA
